lastname,firstname,residentID,programID,name
Acosta,Leonel,29816040,XXX,NOT_MATCHED
Acosta,Lorelai,67352039,XXX,NOT_MATCHED
Acosta,Mariana,69062977,XXX,NOT_MATCHED
Acosta,Miller,87701903,ANT,Anesthesiology
Acosta,Mohamed,47754637,OBG,Obstetrics and Gynecology
Acosta,Monroe,14150005,IMD,Internal Medicine
Acosta,Moshe,76629143,XXX,NOT_MATCHED
Acosta,Nathaniel,73764484,DRA,Diagnostic Radiology
Acosta,Nathaniel,95350435,XXX,NOT_MATCHED
Acosta,Noelle,66622644,FMD,Family Medicine
Acosta,Penny,49384224,FMD,Family Medicine
Acosta,Rocky,58297856,DMT,Dermatology
Acosta,Rosa,81359240,FMD,Family Medicine
Acosta,Rowan,17080074,FMD,Family Medicine
Acosta,Russell,59047153,DMT,Dermatology
Acosta,Saoirse,54253961,PSY,Psychiatry
Acosta,Sierra,86360524,OBG,Obstetrics and Gynecology
Acosta,Simon,91865393,XXX,NOT_MATCHED
Acosta,Sky,41978660,FMD,Family Medicine
Acosta,Violette,33634878,URO,Urology
Acosta,Xander,86336191,FMD,Family Medicine
Acosta,Yaretzi,48543771,XXX,NOT_MATCHED
Adams,Adler,73807543,FMD,Family Medicine
Adams,Albert,90060487,FMD,Family Medicine
Adams,Alondra,22440445,FMD,Family Medicine
Adams,Anastasia,57360239,XXX,NOT_MATCHED
Adams,Anya,35106365,FMD,Family Medicine
Adams,Ari,37243212,FMD,Family Medicine
Adams,Arian,63814293,NRP,Neurology - Pediatric
Adams,Astrid,48574605,PDT,Pediatrics
Adams,Bella,83355636,XXX,NOT_MATCHED
Adams,Ben,37100404,ANT,Anesthesiology
Adams,Bo,98807192,FMD,Family Medicine
Adams,Carter,96863974,FMD,Family Medicine
Adams,Cassandra,66067491,FMD,Family Medicine
Adams,Clarissa,81793976,ANT,Anesthesiology
Adams,Colette,22516212,XXX,NOT_MATCHED
Adams,Delilah,61819054,FMD,Family Medicine
Adams,Derrick,15375877,FMD,Family Medicine
Adams,Devon,52893183,FMD,Family Medicine
Adams,Edgar,28334138,ROC,Radiation Oncology
Adams,Elena,62234535,XXX,NOT_MATCHED
Adams,Emelia,40192793,XXX,NOT_MATCHED
Adams,Eve,66872665,FMD,Family Medicine
Adams,Gatlin,39787100,FMD,Family Medicine
Adams,Hazel,90526590,FMD,Family Medicine
Adams,Jayce,45831145,FMD,Family Medicine
Adams,Jayla,94586767,ANT,Anesthesiology
Adams,Jenna,52197949,IMD,Internal Medicine
Adams,Josephine,28488923,XXX,NOT_MATCHED
Adams,Josie,31359404,IMD,Internal Medicine
Adams,Joziah,44868837,DMT,Dermatology
Adams,Kamilah,21304377,ANT,Anesthesiology
Adams,Kira,49110520,IMD,Internal Medicine
Adams,Kyson,13325837,PSY,Psychiatry
Adams,Laurel,82510303,OBG,Obstetrics and Gynecology
Adams,Marco,66822410,IMD,Internal Medicine
Adams,Mia,34446174,IMD,Internal Medicine
Adams,Milan,58407302,XXX,NOT_MATCHED
Adams,Nathalie,45779554,IMD,Internal Medicine
Adams,Remi,58666187,IMD,Internal Medicine
Adams,Remington,57085793,IMD,Internal Medicine
Adams,Sean,89876784,FMD,Family Medicine
Adams,Seth,32436441,DMP,Diagnostic and Molecular Pathology
Adams,Tori,39059284,FMD,Family Medicine
Adams,Uriel,97824381,IMD,Internal Medicine
Adams,Will,60050024,IMD,Internal Medicine
Adams,Xavier,68197857,FMD,Family Medicine
Adkins,Alianna,61183035,XXX,NOT_MATCHED
Adkins,Alina,22794119,IMD,Internal Medicine
Adkins,Allen,47348900,IMD,Internal Medicine
Adkins,Allyson,25735742,FMD,Family Medicine
Adkins,Anakin,52551541,IMD,Internal Medicine
Adkins,Annabelle,93346916,PSY,Psychiatry
Adkins,Aria,27443466,FMD,Family Medicine
Adkins,Belen,25010350,XXX,NOT_MATCHED
Adkins,Brett,89290244,DRA,Diagnostic Radiology
Adkins,Daniel,73312637,DMP,Diagnostic and Molecular Pathology
Adkins,Deborah,49739147,XXX,NOT_MATCHED
Adkins,Elianna,74951483,FMD,Family Medicine
Adkins,Elijah,87248521,IMD,Internal Medicine
Adkins,Emerie,84432897,XXX,NOT_MATCHED
Adkins,Emory,34954659,FMD,Family Medicine
Adkins,Fallon,53900850,ORS,Orthopedic Surgery
Adkins,Felipe,34506475,IMD,Internal Medicine
Adkins,Forest,89562502,FMD,Family Medicine
Adkins,Gary,94379714,FMD,Family Medicine
Adkins,Halo,82329675,FMD,Family Medicine
Adkins,Ian,42565046,DRA,Diagnostic Radiology
Adkins,Irene,73403845,PSY,Psychiatry
Adkins,Jackson,18901206,FMD,Family Medicine
Adkins,Jad,41907606,XXX,NOT_MATCHED
Adkins,Jessica,40664973,IMD,Internal Medicine
Adkins,Jonathan,99695423,PSY,Psychiatry
Adkins,Julianna,11675079,DCP,Diagnostic and Clinical Pathology
Adkins,Justice,58574108,FMD,Family Medicine
Adkins,Justice,11388384,XXX,NOT_MATCHED
Adkins,Karina,16671385,DMP,Diagnostic and Molecular Pathology
Adkins,Karter,74803923,IMD,Internal Medicine
Adkins,Kehlani,41933408,FMD,Family Medicine
Adkins,Kellan,25686840,PDT,Pediatrics
Adkins,Kendra,60840904,PSY,Psychiatry
Adkins,Leila,85526902,IMD,Internal Medicine
Adkins,Lylah,11836895,FMD,Family Medicine
Adkins,Macie,95266761,XXX,NOT_MATCHED
Adkins,Marilyn,72672340,FMD,Family Medicine
Adkins,Marisol,77324258,IMD,Internal Medicine
Adkins,Marlon,94804530,FMD,Family Medicine
Aguilar,Alaya,60190328,FMD,Family Medicine
Aguilar,Alejandro,98704886,IMD,Internal Medicine
Aguilar,Annabelle,42456142,EMD,Emergency Medicine
Aguilar,Ansley,92546480,XXX,NOT_MATCHED
Aguilar,Ares,97769044,FMD,Family Medicine
Aguilar,Armani,65498165,FMD,Family Medicine
Aguilar,Ashlyn,13386009,IMD,Internal Medicine
Aguilar,Briana,95337870,XXX,NOT_MATCHED
Aguilar,Brock,11320923,ANT,Anesthesiology
Aguilar,Calum,76626339,OTO,Otolaryngology - Head and Neck Surgery
Aguilar,Casey,88489853,FMD,Family Medicine
Aguilar,Collin,96674872,XXX,NOT_MATCHED
Aguilar,Collins,43895246,FMD,Family Medicine
Aguilar,Danna,40260267,FMD,Family Medicine
Aguilar,Derek,64546363,XXX,NOT_MATCHED
Aguilar,Elliana,32189239,FMD,Family Medicine
Aguilar,Emmitt,69386761,IMD,Internal Medicine
Aguilar,Erick,67268505,XXX,NOT_MATCHED
Aguilar,Gabriela,44921990,FMD,Family Medicine
Aguilar,Giovanna,37250133,FMD,Family Medicine
Aguilar,Harleigh,70888513,XXX,NOT_MATCHED
Aguilar,Hector,41646623,GSU,General Surgery
Aguilar,Helena,28695678,IMD,Internal Medicine
Aguilar,Isabelle,54608981,ORS,Orthopedic Surgery
Aguilar,Jaxton,30398232,DRA,Diagnostic Radiology
Aguilar,Jay,74168744,XXX,NOT_MATCHED
Aguilar,Jesus,11752170,XXX,NOT_MATCHED
Aguilar,Jett,90247594,IMD,Internal Medicine
Aguilar,Julio,64645514,FMD,Family Medicine
Aguilar,Julius,32818701,XXX,NOT_MATCHED
Aguilar,Kai,92662117,PSU,Plastic Surgery
Aguilar,Kai,18245692,FMD,Family Medicine
Aguilar,Khaleesi,75033015,FMD,Family Medicine
Aguilar,Lincoln,51890128,FMD,Family Medicine
Aguilar,Luis,55533053,PDT,Pediatrics
Aguilar,Madeleine,94058514,NMD,Nuclear Medicine
Aguilar,Mallory,95246593,XXX,NOT_MATCHED
Aguilar,Marcelo,39732494,FMD,Family Medicine
Aguilar,Melani,64795006,NRO,Neurology
Aguilar,Mercy,15106741,FMD,Family Medicine
Aguilar,Miley,38720465,FMD,Family Medicine
Aguilar,Novah,11873794,IMD,Internal Medicine
Aguilar,Ophelia,35437232,XXX,NOT_MATCHED
Aguilar,Otto,36655512,FMD,Family Medicine
Aguilar,Paris,52282863,XXX,NOT_MATCHED
Aguilar,Reid,12131821,XXX,NOT_MATCHED
Aguilar,Rosalee,78353082,FMD,Family Medicine
Aguilar,Seven,89371796,PSY,Psychiatry
Aguilar,Simon,45496283,NRO,Neurology
Aguilar,Sloan,35476089,XXX,NOT_MATCHED
Aguilar,Sydney,88351699,FMD,Family Medicine
Aguilar,Veda,34415060,FMD,Family Medicine
Aguilar,Wells,27082782,XXX,NOT_MATCHED
Aguilar,Zachary,63110293,IMD,Internal Medicine
Aguilar,Zaiden,94762163,XXX,NOT_MATCHED
Aguirre,Abram,37250394,FMD,Family Medicine
Aguirre,Aislinn,69871921,XXX,NOT_MATCHED
Aguirre,Alessandro,18792142,FMD,Family Medicine
Aguirre,Arjun,34661187,XXX,NOT_MATCHED
Aguirre,Ben,55856649,FMD,Family Medicine
Aguirre,Bodie,62987966,XXX,NOT_MATCHED
Aguirre,Brendan,27432940,PDT,Pediatrics
Aguirre,Brielle,59596885,FMD,Family Medicine
Aguirre,Cal,96824693,PSY,Psychiatry
Aguirre,Callie,82795893,FMD,Family Medicine
Aguirre,Camilla,31189978,XXX,NOT_MATCHED
Aguirre,Cesar,29221904,IMD,Internal Medicine
Aguirre,Clara,90263136,PDT,Pediatrics
Aguirre,Danna,59327787,XXX,NOT_MATCHED
Aguirre,Davina,54185322,XXX,NOT_MATCHED
Aguirre,Duncan,35999916,FMD,Family Medicine
Aguirre,Dylan,53381637,FMD,Family Medicine
Aguirre,Estelle,33386327,FMD,Family Medicine
Aguirre,Ethan,50173929,DRA,Diagnostic Radiology
Aguirre,Finley,78750477,XXX,NOT_MATCHED
Aguirre,Finn,60390889,FMD,Family Medicine
Aguirre,Freya,47241280,XXX,NOT_MATCHED
Aguirre,Frida,67219255,XXX,NOT_MATCHED
Aguirre,Jasmine,34222763,FMD,Family Medicine
Aguirre,Jax,51774314,FMD,Family Medicine
Aguirre,Jayla,84109037,PSY,Psychiatry
Aguirre,Jazmin,87977475,IMD,Internal Medicine
Aguirre,Journee,94472040,XXX,NOT_MATCHED
Aguirre,Joziah,69102405,XXX,NOT_MATCHED
Aguirre,Kaden,67840104,XXX,NOT_MATCHED
Aguirre,Kallie,26923708,VSU,Vascular Surgery
Aguirre,Kensley,15607773,PDT,Pediatrics
Aguirre,Kristian,48430916,FMD,Family Medicine
Aguirre,Kristian,98134179,XXX,NOT_MATCHED
Aguirre,Leyla,95626503,FMD,Family Medicine
Aguirre,Lorenzo,21762262,FMD,Family Medicine
Aguirre,Makai,75039761,IMD,Internal Medicine
Aguirre,Mara,99327428,IMD,Internal Medicine
Aguirre,Mark,39875449,FMD,Family Medicine
Aguirre,Matilda,19673497,PDT,Pediatrics
Aguirre,Mia,58970829,FMD,Family Medicine
Aguirre,Olive,67195590,FMD,Family Medicine
Aguirre,Omar,60190398,FMD,Family Medicine
Aguirre,Onyx,85571093,FMD,Family Medicine
Aguirre,Paislee,98810815,IMD,Internal Medicine
Aguirre,Parker,23029331,FMD,Family Medicine
Aguirre,Philip,82597778,XXX,NOT_MATCHED
Aguirre,Raiden,22123588,OPH,Ophthalmology
Aguirre,Reagan,91187608,FMD,Family Medicine
Aguirre,Rene,34334713,EMD,Emergency Medicine
Aguirre,Ronan,68279734,IMD,Internal Medicine
Aguirre,Ronin,80658007,XXX,NOT_MATCHED
Aguirre,Salem,50071906,FMD,Family Medicine
Aguirre,Scarlette,30024201,XXX,NOT_MATCHED
Aguirre,Selena,59357091,XXX,NOT_MATCHED
Aguirre,Shawn,24497763,FMD,Family Medicine
Aguirre,Skye,82632809,PSY,Psychiatry
Aguirre,Sophie,43930078,XXX,NOT_MATCHED
Aguirre,Stetson,15183222,PSY,Psychiatry
Aguirre,Trinity,61025824,XXX,NOT_MATCHED
Aguirre,Vivienne,21168185,XXX,NOT_MATCHED
Aguirre,Wallace,65702597,IMD,Internal Medicine
Ahmed,Aaron,49638570,FMD,Family Medicine
Ahmed,Abner,30272898,XXX,NOT_MATCHED
Ahmed,Alfredo,77179334,XXX,NOT_MATCHED
Ahmed,Amos,71739183,XXX,NOT_MATCHED
Ahmed,Anais,27254290,FMD,Family Medicine
Ahmed,Andrea,52267415,IMD,Internal Medicine
Ahmed,April,89763462,FMD,Family Medicine
Ahmed,Ariah,68066313,NPA,Neuropathology
Ahmed,Ashlyn,24926859,FMD,Family Medicine
Ahmed,Beckett,81603161,IMD,Internal Medicine
Ahmed,Ben,47903017,FMD,Family Medicine
Ahmed,Brycen,98605362,XXX,NOT_MATCHED
Ahmed,Cash,91139628,XXX,NOT_MATCHED
Ahmed,Charley,52233006,FMD,Family Medicine
Ahmed,Crystal,86084439,XXX,NOT_MATCHED
Ahmed,Damari,14246350,OBG,Obstetrics and Gynecology
Ahmed,Dangelo,89848383,XXX,NOT_MATCHED
Ahmed,Davion,29721257,OBG,Obstetrics and Gynecology
Ahmed,Diana,68883701,FMD,Family Medicine
Ahmed,Elliott,32584399,XXX,NOT_MATCHED
Ahmed,Estella,31628794,OBG,Obstetrics and Gynecology
Ahmed,Fletcher,49566344,XXX,NOT_MATCHED
Ahmed,Freya,12308586,FMD,Family Medicine
Ahmed,Gabrielle,51671403,XXX,NOT_MATCHED
Ahmed,Graham,70201616,GSU,General Surgery
Ahmed,Guadalupe,53819177,FMD,Family Medicine
Ahmed,Gwendolyn,43748063,GSU,General Surgery
Ahmed,Hank,84144675,FMD,Family Medicine
Ahmed,Harley,90579858,IMD,Internal Medicine
Ahmed,Hayden,47138644,FMD,Family Medicine
Ahmed,Isaiah,23379841,FMD,Family Medicine
Ahmed,Isaias,71284339,XXX,NOT_MATCHED
Ahmed,Jaiden,50675924,FMD,Family Medicine
Ahmed,Jazmine,81939983,FMD,Family Medicine
Ahmed,Joey,46149951,DRA,Diagnostic Radiology
Ahmed,Josephine,71278821,IMD,Internal Medicine
Ahmed,Julianna,15458674,XXX,NOT_MATCHED
Ahmed,Kareem,37779692,DMT,Dermatology
Ahmed,Kayden,68147265,DRA,Diagnostic Radiology
Ahmed,Kevin,77336055,XXX,NOT_MATCHED
Ahmed,Kylee,82721925,ANT,Anesthesiology
Ahmed,Landry,54391095,XXX,NOT_MATCHED
Ahmed,Leia,82846859,XXX,NOT_MATCHED
Ahmed,Leo,39557238,PSY,Psychiatry
Ahmed,Lexi,22990747,FMD,Family Medicine
Ahmed,Lilian,23922754,OBG,Obstetrics and Gynecology
Ahmed,Mara,22691213,XXX,NOT_MATCHED
Ahmed,Miriam,96946162,FMD,Family Medicine
Ahmed,Mitchell,19858565,XXX,NOT_MATCHED
Ahmed,Oliver,39620584,XXX,NOT_MATCHED
Ahmed,Reginald,38655265,EMD,Emergency Medicine
Ahmed,Roberto,70937823,PDT,Pediatrics
Ahmed,Rodrigo,68577221,FMD,Family Medicine
Ahmed,Sabrina,88069481,PSY,Psychiatry
Ahmed,Sarah,94442363,FMD,Family Medicine
Ahmed,Shelby,40171037,EMD,Emergency Medicine
Ahmed,Stephanie,43016427,FMD,Family Medicine
Ahmed,Steven,28210084,XXX,NOT_MATCHED
Ahmed,Sylvia,51286462,PMR,Physical Medicine & Rehabilitation
Ahmed,Trinity,76023515,NRS,Neurosurgery
Ahmed,Vance,96913373,PDT,Pediatrics
Ahmed,Zion,92352183,URO,Urology
Ahmed,Zoey,57820177,FMD,Family Medicine
Alexander,Aislinn,37708013,FMD,Family Medicine
Alexander,Amias,34331583,FMD,Family Medicine
Alexander,Asher,86019647,XXX,NOT_MATCHED
Alexander,August,88750194,IMD,Internal Medicine
Alexander,Austin,23033288,PDT,Pediatrics
Alexander,Avah,58791465,FMD,Family Medicine
Alexander,Bo,32579922,FMD,Family Medicine
Alexander,Bobby,36673831,FMD,Family Medicine
Alexander,Brennan,96548097,IMD,Internal Medicine
Alexander,Brodie,76527877,FMD,Family Medicine
Alexander,Bruce,54903798,IMD,Internal Medicine
Alexander,Brynleigh,34974753,PMR,Physical Medicine & Rehabilitation
Alexander,Carl,98859163,IMD,Internal Medicine
Alexander,Cash,36565312,FMD,Family Medicine
Alexander,Celine,20033141,XXX,NOT_MATCHED
Alexander,Clara,76164039,FMD,Family Medicine
Alexander,Collins,69483697,PMR,Physical Medicine & Rehabilitation
Alexander,Dahlia,40986134,PSY,Psychiatry
Alexander,Dani,65258167,EMD,Emergency Medicine
Alexander,Dustin,92956483,GSU,General Surgery
Alexander,Elina,25102362,IMD,Internal Medicine
Alexander,Elise,46175663,FMD,Family Medicine
Alexander,Gustavo,68268922,DRA,Diagnostic Radiology
Alexander,Hank,46838628,IMD,Internal Medicine
Alexander,Harper,27168254,URO,Urology
Alexander,Heath,66647670,XXX,NOT_MATCHED
Alexander,Henry,72271346,XXX,NOT_MATCHED
Alexander,Huxley,90454777,XXX,NOT_MATCHED
Alexander,Issac,58218251,FMD,Family Medicine
Alexander,Jolie,50021169,FMD,Family Medicine
Alexander,Kace,72463393,FMD,Family Medicine
Alexander,Kamilah,18073433,XXX,NOT_MATCHED
Alexander,Karson,67228767,PSY,Psychiatry
Alexander,Keegan,63574904,FMD,Family Medicine
Alexander,Kenzie,20031579,FMD,Family Medicine
Alexander,Kian,87571514,ORS,Orthopedic Surgery
Alexander,Killian,25323359,PSY,Psychiatry
Alexander,Korbyn,59844317,XXX,NOT_MATCHED
Alexander,Kyson,80806238,FMD,Family Medicine
Alexander,Levi,29182086,XXX,NOT_MATCHED
Alexander,Liam,30235731,IMD,Internal Medicine
Alexander,Luca,43358289,URO,Urology
Alexander,Lucian,51071639,XXX,NOT_MATCHED
Alexander,Lyla,29305043,XXX,NOT_MATCHED
Alexander,Macie,93027605,XXX,NOT_MATCHED
Alexander,Mila,94952519,XXX,NOT_MATCHED
Alexander,Mitchell,18510879,FMD,Family Medicine
Alexander,Mohamed,38797373,XXX,NOT_MATCHED
Alexander,Monica,45135003,OBG,Obstetrics and Gynecology
Alexander,Nathalia,62889123,XXX,NOT_MATCHED
Alexander,Paisleigh,91151310,FMD,Family Medicine
Alexander,Rodney,40435955,IMD,Internal Medicine
Alexander,Sarah,87394754,FMD,Family Medicine
Alexander,Vivian,37930476,FMD,Family Medicine
Alexander,Zayne,31726289,FMD,Family Medicine
Alfaro,Anaya,26002925,FMD,Family Medicine
Alfaro,Andrew,99277384,FMD,Family Medicine
Alfaro,Annabelle,12100570,FMD,Family Medicine
Alfaro,Arianna,11321061,FMD,Family Medicine
Alfaro,Arjun,45630793,IMD,Internal Medicine
Alfaro,Aubrey,67060263,FMD,Family Medicine
Alfaro,Avi,68881772,EMD,Emergency Medicine
Alfaro,Aydin,43780201,XXX,NOT_MATCHED
Alfaro,Ayla,73910738,FMD,Family Medicine
Alfaro,Aylin,46685535,XXX,NOT_MATCHED
Alfaro,Bradley,40605140,FMD,Family Medicine
Alfaro,Camilo,62016999,NPA,Neuropathology
Alfaro,Charley,23768956,FMD,Family Medicine
Alfaro,Creed,69150664,DRA,Diagnostic Radiology
Alfaro,Derek,86732439,FMD,Family Medicine
Alfaro,Edison,40414612,FMD,Family Medicine
Alfaro,Elise,49524683,EMD,Emergency Medicine
Alfaro,Hector,40008609,XXX,NOT_MATCHED
Alfaro,Hugo,78950614,FMD,Family Medicine
Alfaro,Jacob,51929463,XXX,NOT_MATCHED
Alfaro,Jadiel,87531699,XXX,NOT_MATCHED
Alfaro,Janelle,96050741,FMD,Family Medicine
Alfaro,Jenesis,88062969,DRA,Diagnostic Radiology
Alfaro,Jensen,93553592,XXX,NOT_MATCHED
Alfaro,Justin,14038229,OTO,Otolaryngology - Head and Neck Surgery
Alfaro,Kellan,73271578,FMD,Family Medicine
Alfaro,Kelsey,33467286,XXX,NOT_MATCHED
Alfaro,Kingston,48964298,PDT,Pediatrics
Alfaro,Kylo,27878368,NMD,Nuclear Medicine
Alfaro,Langston,97394122,PMR,Physical Medicine & Rehabilitation
Alfaro,Leila,37472373,NRP,Neurology - Pediatric
Alfaro,Leonard,20651635,XXX,NOT_MATCHED
Alfaro,Loretta,28802776,ROC,Radiation Oncology
Alfaro,Margot,30076803,FMD,Family Medicine
Alfaro,Mckenna,33283862,FMD,Family Medicine
Alfaro,Misael,71729162,FMD,Family Medicine
Alfaro,Mohamed,12320937,FMD,Family Medicine
Alfaro,Niko,79285518,FMD,Family Medicine
Alfaro,Novalee,33137759,OPH,Ophthalmology
Alfaro,Paul,78974669,PDT,Pediatrics
Alfaro,Peyton,88852834,XXX,NOT_MATCHED
Alfaro,Remi,53932364,FMD,Family Medicine
Alfaro,Rey,29253768,DMT,Dermatology
Alfaro,Riley,76243631,IMD,Internal Medicine
Alfaro,Rome,51516166,IMD,Internal Medicine
Alfaro,Saige,83662627,XXX,NOT_MATCHED
Alfaro,Selena,92792327,FMD,Family Medicine
Alfaro,Stephen,44418847,XXX,NOT_MATCHED
Alfaro,Talia,74666568,FMD,Family Medicine
Alfaro,Tate,75069410,XXX,NOT_MATCHED
Alfaro,Vada,34847567,FMD,Family Medicine
Alfaro,Vincenzo,30891346,IMD,Internal Medicine
Alfaro,Wesson,19056913,URO,Urology
Alfaro,Winnie,93062255,IMD,Internal Medicine
Alfaro,Zain,39937890,XXX,NOT_MATCHED
Ali,Addilynn,69031752,GSU,General Surgery
Ali,Addilynn,92414677,XXX,NOT_MATCHED
Ali,Adelyn,40527003,FMD,Family Medicine
