id,firstname,lastname,rol
10550319,Aniyah,Ward,"[IMD,PSY,ANT,DCP,FMD,PMR,DRA]"
65621722,Delilah,Allen,"[PSY,FMD,IMD,ANT,DMT,PDT,PMR,CSU,ORS]"
84287913,Alma,Benjamin,"[PDT,IMD,FMD,OPH,DRA,GSU,ANT,DMT,NRS]"
51635467,Duke,Cole,"[FMD,IMD,ANT,DRA,PSY,EMD,ORS]"
97816681,Jakob,Chapman,"[FMD,PSY,ANT,IMD,EMD,PDT,ORS,DMT]"
23945177,Kelvin,Bowen,"[FMD,URO,IMD,ANT,ORS,PSY]"
54091730,Kabir,Christensen,"[URO,DRA,FMD,IMD,PSY,PDT,ORS,CSU,ANT]"
88826203,Dane,Prince,"[IMD,FMD,PDT,NRS,PSU,ANT]"
45846993,Mikayla,Bryan,"[FMD,IMD,HEP,DMT,PSU,ORS,PSY,OBG]"
91326716,Yamileth,Wright,"[DRA,IMD,FMD,ORS,PSY,ANT,PDT,OPH]"
99856625,Analia,Warner,"[PSY,ANT,EMD,DMP,FMD,PDT,ROC,OBG,PMR,NRO]"
21169201,Phoebe,Gibbs,"[IMD,PSY,FMD,DRA,OBG,PDT,ANT,GSU,OTO,PMR]"
90245430,Melany,Vaughan,"[PSY,FMD,ORS,OBG,NRS,GSU,IMD]"
57457672,Lewis,Stevenson,"[FMD,IMD,OBG,ORS,EMD,GSU,PDT,DMT]"
92160538,Brecken,Fletcher,"[FMD,PDT,NRO,IMD,PSY,ROC]"
45611516,Ridge,Pittman,"[FMD,IMD,ANT,EMD,PSY,PDT,GSU]"
49487336,Elaine,Brooks,"[ANT,PDT,FMD,PSY,IMD,OTO,OBG,ORS,DRA,OPH]"
88262178,Cadence,Cummings,"[PSU,FMD,DRA,IMD,EMD,PDT,PSY,OBG,GSU]"
73206144,Sariah,Cummings,"[FMD,ANT,PSY,PDT,EMD,IMD,URO,OBG,DMT]"
51152145,Hannah,Wu,"[DMP,IMD,EMD,FMD,ANT,PDT,PSY,DCP,PSU]"
17000007,Bowen,Zuniga,"[NRO,ANT,FMD,OBG,PSY,DRA,IMD,PDT]"
10965772,Jaylen,Vega,"[EMD,FMD,IMD,NRS,PSY,ANT,DRA,DMT]"
61009627,Arielle,Phillips,"[FMD,ROC,IMD,GSU,VSU,NRO,PSY,ANT,OBG]"
47660516,Owen,Salazar,"[IMD,FMD,PDT,OBG,ANT,PHF,EMD]"
52450245,Meadow,Guzman,"[IMD,EMD,GSU,NPA,PDT,FMD,PSY,ANT]"
96392328,Charlie,Acevedo,"[FME,GSU,PDT,FMD,DMT,ANT,DRA,EMD,IMD]"
33063507,Margo,Dalton,"[FMD,OBG,ANT,OTO,OPH,DRA,NPA,IMD,GSU,PDT]"
47383716,Anthony,Harmon,"[IMD,PSY,FMD,NRO,EMD,PDT,ORS,PSU]"
61199336,Rayan,Esparza,"[ANT,OBG,FMD,PDT,OPH,EMD,PSY,NRS]"
50869566,Marcelo,Gonzalez,"[IMD,FMD,PSY,EMD,PDT,OBG,ORS,PSU,ANT,DCP]"
64254955,Benicio,Gillespie,"[IMD,FMD,PDT,PSY,NRS,ANT,NRO]"
37575803,Aaron,Hale,"[IMD,FMD,DMT,EMD,OBG,ANT,PDT]"
40706975,Alexandra,Horton,"[FMD,IMD,DRA,PDT,EMD,ANT,OBG]"
42565649,Amoura,Bautista,"[FMD,IMD,ANT,PDT,DRA,EMD]"
11744391,Elliott,Sutton,"[FMD,GSU,IMD,OBG,PSU,PSY,DMP]"
19061385,Scarlett,Parsons,"[FMD,DRA,OPH,GSU,OTO,URO,PSY,NRO,IMD,PDT]"
21155049,Kellan,Dougherty,"[IMD,FMD,PDT,ANT,ANC,DMP,ORS]"
47679982,Douglas,Santana,"[FMD,PSU,ANT,IMD,URO,FME]"
25210873,Brendan,Holloway,"[DRA,EMD,FMD,PSU,GSU,IMD,PSY,ANT,OBG,ROC]"
45759413,Enrique,Russell,"[FMD,NRS,OBG,ORS,IMD,GSU,ANT,DRA,ROC,DMT]"
68702368,Keenan,Black,"[PDT,FMD,IMD,DMT,PSY,ORS,OBG,ROC]"
79449930,Mack,Perkins,"[IMD,FMD,PDT,PSU,URO,ANT,OPH]"
84320096,Maleah,Robbins,"[FMD,IMD,NRS,ANT,GSU,PSY,PDT,URO,DMP,EMD]"
27807022,Oliver,Oliver,"[ANT,FMD,ROC,PSY,GSU,NRS,DMT,PDT,IMD]"
19142133,Maximus,Norman,"[FMD,GSU,ANT,EMD,IMD,PSY,OBG]"
81946206,Marisol,Reynolds,"[IMD,FMD,ANT,PSY,OBG,PDT,URO,PSU,FME,DRA]"
93550469,Demetrius,Bates,"[ANT,EMD,NRO,OTO,PDT,IMD,FMD,NRS,PMR,DMT]"
30159677,Karter,Burke,"[DMP,GSU,FMD,PSY,ANT,DRA,CSU,ORS,PDT]"
74098041,Ander,Middleton,"[FMD,ANT,OBG,IMD,PDT,ORS,NRO]"
73318115,Eliseo,Lang,"[IMD,DRA,FMD,NRO,ANT,VSU,PMR,PSY,OPH,DMP]"
46863610,Kaylee,Glenn,"[FMD,OBG,ANT,PDT,PSU,IMD,PSY]"
22847515,Logan,OConnor,"[ANT,FMD,URO,DMP,PDT,CSU,PSY,IMD,VSU]"
58711033,Isabela,Baxter,"[FMD,IMD,DRA,GSU,DMT,PSY,ANT,PMR,PDT,NRO]"
69211922,Scott,Anthony,"[FMD,IMD,OPH,PSY,ANT,DRA,MMI]"
79513209,Sterling,Zamora,"[PDT,IMD,PMR,FMD,DMT,PSY,EMD]"
33403635,Julia,Francis,"[OPH,IMD,FMD,GSU,PDT,PSU,OBG,NRS]"
38313413,Harlan,Salazar,"[PSY,FMD,ANT,PSU,OBG,IMD,DRA,PDT,FME]"
77168392,Colette,Dawson,"[FMD,PDT,IMD,PSY,OTO,ANT,GSU,PMR,DRA]"
12227352,Reign,Fox,"[FMD,ANT,IMD,OTO,DMT,OPH]"
62021514,Alexandria,Chang,"[IMD,FMD,NMD,ROC,FME,ANT,EMD]"
66254743,Davina,Campos,"[FMD,PDT,PSU,PSY,DMT,IMD,OPH,DRA,VSU]"
66531576,Edward,Cisneros,"[ANT,FMD,IMD,PDT,EMD,URO,PSU]"
97157458,Paul,Wheeler,"[FMD,ANT,NRP,IMD,PSY,GSU,DMT]"
83779814,Justice,Lane,"[FMD,IMD,PSY,ORS,OPH,PSU]"
65631248,Connor,Howard,"[PDT,PSY,FMD,EMD,DRA,IMD,ROC,OTO,OPH]"
41509456,Duke,Luna,"[IMD,FMD,GSU,EMD,ORS,PSU]"
33104587,Zyaire,Morgan,"[IMD,OTO,FMD,EMD,PDT,ORS]"
77395340,Nico,Burton,"[OBG,IMD,DRA,FMD,EMD,ROC,ANT,PSY,NRO,DMP]"
39683697,Hayley,Wolfe,"[IMD,GSU,FMD,PDT,NRP,OBG,ANT,DMT]"
50926652,Ocean,Powell,"[PDT,FMD,IMD,GSU,OBG,DMP,EMD,ANT,ROC]"
86875219,Davion,Abbott,"[DMP,FMD,PDT,DMT,FME,ANT,OBG,EMD]"
57827011,Liberty,Valentine,"[ANT,FMD,URO,IMD,PSU,GSU,VSU,DRA,ROC]"
18018529,Kalel,Collins,"[PDT,PSY,ANT,FMD,OBG,EMD]"
25936584,Bellamy,Ball,"[IMD,FMD,DMT,PSY,EMD,ORS,OPH,GSU]"
92206453,Katherine,Vance,"[FMD,DRA,PDT,OPH,PSY,IMD,OBG,ANT,ORS,NRP]"
49941757,Creed,Schmidt,"[FMD,PDT,EMD,DMT,PSY,OPH]"
50682754,Victoria,Scott,"[FMD,DMT,PSY,DRA,GSU,IMD,PSU]"
17984358,Landyn,Harrell,"[GSU,FMD,ORS,PSY,DRA,ANT,IMD,OBG]"
98106806,Annalise,Fletcher,"[FMD,PSY,IMD,OTO,GSU,VSU,PDT,OPH,PHF,NRO]"
23691341,Jeremy,Mann,"[IMD,DMT,GSU,PMR,ORS,FMD,PSU]"
77854833,Wesson,McPherson,"[IMD,FMD,DRA,FME,ANT,PDT,PSU,OTO,GSU]"
86223304,Lyanna,Banks,"[PMR,IMD,ANT,FMD,OBG,DRA,EMD,ROC,PDT]"
85316224,Hamza,Pennington,"[IMD,FMD,ANT,PDT,EMD,DRA,PSU,PSY]"
67040175,Marvin,Carter,"[FMD,PSY,NRP,IMD,PSU,DRA,OBG,OPH,EMD]"
19507315,Wallace,Wolf,"[ORS,FMD,IMD,VSU,PSY,PSU,ROC,ANT,PDT,DMP]"
55733355,Alayah,Stephens,"[FMD,IMD,OPH,PDT,PSY,DRA,OTO,ANT,EMD]"
56043627,Micah,Barr,"[FMD,DMT,PSY,PDT,ANT,EMD,IMD]"
19564336,Adley,Moore,"[EMD,FMD,ORS,IMD,PMR,OBG,DRA,GSU]"
84370280,Benson,Combs,"[IMD,FMD,ANT,NRO,PSY,EMD]"
69698898,Talon,Espinosa,"[FMD,ANT,PDT,IMD,PSY,OBG,ORS,VSU,NMD]"
88929931,Kaiden,Harper,"[FMD,OBG,PDT,IMD,DMT,ORS,PSY,EMD,GSU]"
95585086,Cassidy,Valdez,"[FMD,EMD,ANT,OPH,ORS,IMD]"
97879386,Bronson,Herrera,"[FMD,DRA,GSU,OPH,IMD,PDT,OBG,HEP,NRO,PSY]"
86396597,Robert,Foster,"[FMD,ROC,PDT,IMD,OPH,PSY]"
22509547,Keaton,Avalos,"[IMD,DMP,PSY,FMD,ORS,FME,PDT,PSU]"
17740601,Denise,Finley,"[FMD,NRS,IMD,DMT,EMD,ANT,ORS]"
50348971,Zane,Fernandez,"[FMD,ANT,IMD,PDT,DMT,PSY]"
34658163,Allie,Sosa,"[IMD,EMD,FMD,PDT,URO,DRA,DMT,ROC]"
51303433,Hudson,Jackson,"[PSY,FMD,IMD,CSU,DRA,URO]"
85828959,Kaydence,Rodgers,"[FMD,IMD,OPH,ANT,PMR,URO,DMP]"
56621691,Harvey,Christian,"[ORS,FMD,IMD,ANT,GSU,OPH,PSU,PSY,EMD]"
13712265,Cade,Choi,"[ANT,FMD,IMD,PSY,OPH,GSU]"
96918962,Jeffery,Callahan,"[PDT,FMD,GSU,IMD,PMR,PSY,EMD,ANT]"
22297007,Ansley,Owens,"[PSY,FMD,DRA,FME,OPH,IMD,PDT,ROC]"
49797343,Mazikee,Matthews,"[NMD,FMD,IMD,ANT,FMI,PSY,DRA,PMR,EMD]"
12890138,Jenesis,Tucker,"[IMD,FMD,ANT,OBG,URO,EMD,DMP]"
85905767,Romina,Curtis,"[DRA,OPH,FMD,ANT,URO,IMD,ORS,EMD,PSY,CSU]"
59750049,Saylor,Cameron,"[IMD,FMD,DRA,PDT,ROC,PSY]"
26785063,Sutton,Zimmerman,"[FMD,IMD,PDT,DRA,ORS,ANT,EMD,NRO]"
38709447,Kora,Rodriguez,"[FMD,MMI,ROC,IMD,GSU,EMD,PSY,ORS]"
96460556,Jacqueline,Scott,"[FMD,IMD,PDT,ANT,OPH,PSY]"
71067823,Amanda,Maddox,"[IMD,FMD,EMD,ANT,DRA,OTO,OBG,NRO,PMR]"
28420932,Khari,Hill,"[ANT,PSY,DRA,EMD,PSU,FMD,PDT]"
58862545,Makayla,Peters,"[PDT,FMD,DRA,IMD,DMT,ROC,PSY,ORS,ANT,OBG]"
52965076,Finley,Acosta,"[ANT,PSY,FMD,PDT,IMD,OPH,NRS,GSU,ORS]"
54517779,Ryleigh,Jarvis,"[IMD,PSY,PMR,FMD,PDT,OPH]"
85587507,Darian,Romero,"[FMD,PDT,OTO,IMD,PHF,ANT,ROC,DRA,DCP]"
43007389,Evangeline,Truong,"[FMD,IMD,ANC,URO,ANT,OBG,DRA]"
74426704,Kashton,Ellison,"[ANT,IMD,EMD,FMD,PDT,PSY,NRS,DRA]"
56976377,Saul,Frank,"[FMD,OPH,IMD,DMT,PSY,EMD,DRA,NRO,PDT]"
64861798,Princess,Lee,"[URO,IMD,ROC,PSY,FMD,ANT,EMD,NMD]"
35039361,Nancy,Escobar,"[PDT,PSY,FMD,DRA,IMD,ROC,VSU,DMT]"
16322398,Danielle,Jacobson,"[FMD,PSY,OPH,DRA,ANT,IMD,ORS,OBG]"
95994175,Bryson,Valentine,"[PDT,IMD,DRA,FMD,PSU,PSY]"
87179132,Tadeo,Paul,"[FMD,OPH,PMR,IMD,PDT,ANT]"
36113131,Zoey,David,"[PSY,FMD,IMD,DRA,OBG,ORS]"
40443947,Demetrius,Kaur,"[FMD,ANT,PDT,VSU,NRS,NRO]"
70252449,Vincenzo,Briggs,"[IMD,FMD,PSY,PDT,HEP,ANT]"
44237268,Camilo,Guzman,"[PDT,DRA,PSY,FMD,PDR,ANT,GSU]"
58154796,Veda,Dominguez,"[IMD,ORS,FMD,DMP,CSU,OBG]"
63261938,Salvatore,Vazquez,"[ROC,ANT,PSY,FMD,IMD,OBG,PDT,DRA]"
64056423,Karla,Mills,"[NRO,IMD,FMD,PSY,PDT,URO,OPH]"
24560854,Rayan,Glover,"[ANT,FMD,OPH,PDT,IMD,OBG,GSU,PMR,HEP]"
82196671,Quinn,Spears,"[EMD,FMD,PSY,IMD,NMD,DRA,ORS,NRO]"
37779323,Zhuri,Pennington,"[FMD,ORS,IMD,PDT,ANT,OPH,NRS,DMT]"
70858555,Remy,Owens,"[IMD,EMD,PDT,FMD,VSU,PHF,DRA,ANT,OPH,ORS]"
72667707,Nylah,Park,"[FMD,IMD,GSU,DRA,PSY,PSU,ANT,PDT]"
22730978,Fallon,Schmitt,"[FMD,PDT,IMD,PSY,PSU,VSU,PMR,DRA,OPH]"
21349360,Axl,McKenzie,"[IMD,ORS,DRA,FMD,EMD,PSY]"
48102511,Alma,Stewart,"[OBG,IMD,FMD,ORS,ANT,EMD,PSY,OPH,NRS]"
14489455,Angelica,Valencia,"[FMD,MMI,ORS,OBG,EMD,IMD,PDT]"
72937570,Fisher,Jimenez,"[PDT,IMD,ANT,EMD,FMD,PSU,OPH]"
73296250,Harlow,McCall,"[PSU,FMD,IMD,PDT,CSU,PSY]"
35563472,Zhuri,Frederick,"[FMD,DRA,OBG,PMR,PSY,GSU,OTO,NRO,IMD,ANT]"
81184566,Finn,Ferguson,"[FMD,VSU,IMD,EMD,OBG,PDT,PSY,GSU]"
38934900,Malani,Solomon,"[FMD,IMD,EMD,GSU,PDT,VSU,PSY,DRA]"
17275689,Henley,Kane,"[FMD,PSY,IMD,EMD,DRA,OTO,DMP,DMT]"
42951972,Emmett,Wood,"[IMD,EMD,FMD,ANT,ROC,PSY,DRA,DMT]"
89759108,Kate,Quintana,"[FMD,IMD,PMR,PSU,ANT,OTO]"
57582823,Layla,Cruz,"[FMD,IMD,PDT,EMD,PSY,OBG,OPH]"
42291203,Holland,McMahon,"[ROC,IMD,FMD,PSU,GSU,URO,DRA,EMD,OPH,ANT]"
63156324,Ashlynn,Harding,"[FMD,IMD,PSU,PDT,GSU,ORS,NRO,OBG]"
33494761,Leia,Leal,"[OPH,EMD,OBG,IMD,VSU,FMD,PSU,NMD,PSY,ANT]"
70845414,Callum,Craig,"[FMD,DRA,EMD,ANT,NRO,URO,IMD,PSY,OBG,OPH]"
23873733,Rocco,Lu,"[FMD,PHF,NRP,IMD,DCP,OBG,GSU,DRA,OTO,DMT]"
57285692,Kai,Kelley,"[EMD,IMD,FMD,PSY,ORS,ANT,PDT,GSU]"
65373174,Sincere,Roberts,"[FMD,ANT,GSU,IMD,ORS,PDT,URO,OPH,EMD]"
20233873,Kaden,Warner,"[ANT,OTO,FMD,OBG,PMR,DRA,IMD,ROC,FME]"
60664169,Cameron,Fox,"[URO,FMD,PMR,DMP,ANT,OTO,IMD,PSY]"
22720870,Kobe,Santos,"[PSY,IMD,FMD,PDT,GSU,OBG]"
69625746,Berkley,Burch,"[PSU,DRA,ANT,PSY,OTO,FMD,IMD,ORS]"
41924086,Belle,Gallagher,"[FMD,OPH,PDT,PSU,OBG,IMD,DRA,PSY,GSU]"
41234301,Skye,Wang,"[FMD,IMD,ANT,DRA,OTO,PDT,EMD]"
16885975,Kaiya,Martin,"[DMT,EMD,NRO,GSU,FMD,IMD,PDT]"
34559017,Banks,Lam,"[EMD,OTO,DRA,FMD,PSY,ANT,NRP]"
19154026,Ramon,Cochran,"[IMD,DMT,PDT,FMD,EMD,ANT,GSU]"
29921839,Raegan,Chavez,"[IMD,ANT,NRS,FMD,DMP,GSU,PSY]"
40133756,Matias,Haley,"[FMD,PSY,DMT,PHF,URO,GSU,ANT,IMD]"
27133580,Raina,Barber,"[EMD,FMD,IMD,ANT,OTO,PDT,DMP,PSU,PSY,DRA]"
52838350,Jazmine,Vega,"[PSY,FMD,ANT,ORS,IMD,EMD,DRA,ROC,VSU,DMP]"
12220959,Zion,Ruiz,"[PSY,IMD,FMD,ANT,NRP,DRA,MGG]"
47582322,Colson,Avery,"[IMD,PSY,FMD,GSU,ORS,PDT,DMT,EMD,DRA,PSU]"
99621391,Eden,Pearson,"[DRA,FMD,VSU,IMD,URO,ANT,PSY,DMT,ROC,EMD]"
19207941,Lilianna,Pollard,"[FMD,IMD,DRA,NRP,GSU,EMD,PSY,PSU]"
79087501,Clayton,Atkins,"[EMD,FMD,FME,IMD,ANT,OPH]"
53471742,Rudy,Griffith,"[DMP,ANT,FMD,IMD,ORS,DRA,CSU,EMD,PMR,OBG]"
34497795,Jaziel,McKenzie,"[PDT,FMD,IMD,DRA,PSY,FME]"
39240850,Frederick,Knapp,"[EMD,FMD,PSY,ANT,ORS,PDT,VSU,OBG]"
48545556,Julia,Sutton,"[FMD,ANT,OBG,PHF,PSU,EMD,IMD]"
23565708,Lara,Sutton,"[IMD,ANT,OBG,FMD,OPH,PSY,GSU,PDT]"
20248385,Avianna,Parker,"[FMD,PSY,PDT,OBG,IMD,PSU,DMP,ANT,GSU]"
91626386,Carter,Quintero,"[IMD,FMD,EMD,URO,ANT,OPH,ROC,OBG,PSY,DRA]"
79174019,Vanessa,Mosley,"[VSU,FMD,NRO,URO,PSY,IMD]"
94656831,Caleb,Bruce,"[FMD,PSY,GSU,IMD,DMT,ANT,OBG,ORS]"
31560445,Jaylee,Woods,"[IMD,FMD,GSU,PSY,DRA,PDT,ANC,DMT,OPH]"
60493506,Evelynn,Corona,"[IMD,FMD,ANT,ROC,ORS,NRS,EMD]"
97326138,Willie,Harris,"[FMD,NRO,DRA,PSY,DMP,IMD,GSU,DMT]"
79909842,Titus,Hurst,"[FMD,IMD,EMD,NRP,ORS,PSU,ANT,URO]"
75895382,Johnathan,Gardner,"[FMD,IMD,PDT,ORS,URO,ANT,OBG]"
34970679,Bailey,Hawkins,"[IMD,PHF,FMD,GSU,MGG,DMT,DRA]"
80657885,Sage,Gillespie,"[OBG,DMT,EMD,FMD,IMD,MGG,URO]"
92472575,Keegan,Valenzuela,"[IMD,FMD,DRA,PSY,PDT,ORS]"
97333460,Philip,Conway,"[IMD,PDT,FMD,PSY,NRP,OPH,EMD,PSU,OTO]"
79703187,Valentino,Cunningham,"[FMD,NRO,URO,IMD,OTO,ORS]"
86363221,Jeffrey,Hahn,"[FMD,ANT,PDT,IMD,OBG,NRS,EMD,PSY,PSU]"
63556968,Madeline,Shannon,"[IMD,FMD,PDT,ANT,DRA,OBG,PHP,PSY,NRO]"
81276613,Charleigh,Maynard,"[IMD,PSY,FMD,OBG,PDT,OTO,DRA,ANT,MGG]"
73253821,Nash,Orozco,"[IMD,FMD,PSY,ANT,EMD,PSU,OTO]"
32475643,Calum,Barrett,"[PSY,FMD,IMD,ROC,DRA,NRO,ORS,PDT,ANT]"
13507794,Edward,Barnett,"[FMD,PDT,PSY,ANT,OPH,OBG,DMT]"
70866670,Briar,Roach,"[FMD,OBG,EMD,GSU,IMD,PDT,NRO,PDR,ANT]"
69007170,London,Zuniga,"[MMI,IMD,FMD,PSY,OPH,ANT,PMR]"
83387530,Destiny,Fry,"[CSU,OPH,FMD,IMD,EMD,DMT,DRA,PSU,PDT]"
58645875,Wallace,Juarez,"[EMD,FMD,PDT,DMT,IMD,OBG,DRA,ANT,ORS]"
98720696,Giana,Fuentes,"[FMD,URO,IMD,NMD,OBG,DMP,DRA,OPH,NRO,EMD]"
54864602,Ronald,Reyna,"[FMD,VSU,FMI,DMP,ANT,OTO,HEP]"
87908837,Jasper,Cunningham,"[PDT,FMD,URO,DMP,NRS,EMD]"
78371710,Aliyah,Warner,"[IMD,DRA,PSU,FMD,EMD,GSU,PSY,OBG]"
86921459,Marilyn,Wolf,"[FMD,VSU,OBG,PSY,IMD,ORS,OPH,ANT,EMD,CSU]"
31153804,Audrey,McKenzie,"[OTO,FMD,DRA,OBG,ANT,FME,PDT,DMP,PSY,IMD]"
10830999,Carmen,Eaton,"[IMD,FMD,ANT,ROC,EMD,GSU,OTO,DRA,MGG,ORS]"
91989332,Sylas,Castillo,"[FMD,OPH,OBG,PSY,ANT,IMD,GSU,FME,PDT,URO]"
32236424,Emery,Flores,"[ANT,OBG,DRA,PSY,GSU,FMD,PDT,IMD]"
54220829,Ainsley,Horne,"[IMD,NRS,GSU,FMD,DRA,PSY,PSU,PDT,ANT]"
34357684,Levi,Keller,"[FMD,IMD,OBG,PSY,NRO,DMT,ROC,DRA]"
85418296,Myles,Weaver,"[FMD,ANT,PDT,CSU,IMD,PSY,ORS,DRA,EMD,OPH]"
29825022,Kameron,Rocha,"[FMD,IMD,CSU,GSU,ANT,PMR,FME,OPH,ORS]"
61864093,Ayla,Henry,"[DRA,DMT,FMD,IMD,PDT,PSY,OBG,ORS]"
22132488,Ulises,Brandt,"[PSY,DMT,OBG,EMD,PDT,FMD]"
47179862,Dangelo,Branch,"[NRS,OBG,FMD,PSY,GSU,IMD,ANT,DRA,ORS]"
39235705,Amanda,Mullen,"[FMD,DRA,PSU,ROC,IMD,DMP,ANT]"
71395850,Dustin,Conner,"[FMD,IMD,DRA,OPH,ANT,PDT,PSY,PMR]"
63115678,Skye,Reyna,"[ORS,GSU,PSY,FMD,EMD,IMD,PDT,ANT,DRA]"
15023900,Annabella,Noble,"[PSY,IMD,PMR,OPH,PSU,GSU]"
22224873,Eva,Macias,"[IMD,NRS,DMT,FMD,NRO,EMD,OTO,PSY]"
81902941,Mordechai,Meyers,"[DMT,EMD,FMD,GSU,IMD,DRA]"
97440828,Phoenix,Ellis,"[FMD,ANT,PSY,IMD,GSU,PSU,OBG,PDT,DMT,DRA]"
46408006,Harlem,Mullins,"[FMD,NPA,ANT,IMD,PSY,NRO,EMD,PDT]"
83779742,Thatcher,Rasmussen,"[PSY,FMD,GSU,ANT,PDT,IMD,OBG,DRA,MGG,NRS]"
87437900,Lincoln,Cooper,"[IMD,FMD,PDT,ANT,PSY,ORS,EMD,DRA]"
42238102,Treasure,Swanson,"[FMD,OBG,GSU,IMD,DRA,EMD,ANT,PSY,PDT,OPH]"
19267635,Makayla,Morrow,"[FMD,ORS,PDT,IMD,NRS,GSU]"
53473487,Raelyn,Vang,"[FMD,IMD,OBG,OPH,PSY,DRA]"
60195006,Brycen,Ryan,"[FMD,URO,PSY,OTO,IMD,NMD,PDT,OBG,PSU]"
32501130,Alma,Higgins,"[FMD,IMD,OBG,PSY,ANT,MGG,DRA,NRS,EMD]"
31250723,Ethan,Faulkner,"[FMD,URO,PSY,ROC,PDT,OBG,PHP]"
75252683,Jack,Kim,"[FMD,IMD,ORS,ANT,PSY,DRA,GSU]"
73125879,Jericho,McCarthy,"[FMD,IMD,PDT,EMD,ANT,DRA,PSU]"
36543344,Norah,Russell,"[FMD,DRA,DMP,OBG,IMD,ANT]"
46361893,Milena,McConnell,"[FMD,OTO,PSY,IMD,ANT,NRO,PDT,GSU,EMD]"
72619073,Blakely,Steele,"[FMD,OBG,PSY,GSU,ORS,DMP,IMD,PSU,NRO,CSU]"
24178849,Alayna,Beck,"[FMD,IMD,DMT,ORS,ANT,PSU,DCP]"
50677165,Alora,Morris,"[NRO,PDT,FMD,IMD,EMD,ANC,ANT,NRS]"
79456070,Hassan,Brennan,"[FMD,PDT,OBG,NRO,IMD,ANT,PSY]"
22615779,Lucca,Beard,"[PSU,FMD,ANT,NRS,EMD,PSY,IMD,OPH,DRA,DMT]"
47968307,Kamiyah,Wheeler,"[FMD,IMD,DRA,PSY,ANT,GSU,PHP,OBG,NRO]"
98992042,Joy,Singleton,"[DMT,OPH,FMD,ANT,IMD,NPA]"
93836612,Nadia,Gonzales,"[URO,OBG,PSY,FMD,IMD,ORS,GSU,DMT,EMD]"
91670906,Scott,Wyatt,"[DMP,URO,ANT,OBG,IMD,FMD,GSU]"
